N_unmapped	1375864	1375864	1375864
N_multimapping	5499527	5499527	5499527
N_noFeature	14842154	33250222	15446618
N_ambiguous	1529641	14239	663183
ENSSSCG00000033408	0	0	0
ENSSSCG00000031544	0	0	0
ENSSSCG00000020518	0	0	0
ENSSSCG00000019630	0	0	0
ENSSSCG00000036890	0	0	0
ENSSSCG00000020189	0	0	0
ENSSSCG00000044554	1	1	0
ENSSSCG00000019377	8	8	0
ENSSSCG00000020046	2	2	0
ENSSSCG00000019329	4	1	3
ENSSSCG00000042748	0	0	0
ENSSSCG00000024138	18	0	18
ENSSSCG00000019589	8	0	8
ENSSSCG00000031534	0	0	0
ENSSSCG00000020575	0	0	0
ENSSSCG00000025487	0	0	0
ENSSSCG00000025771	0	0	0
ENSSSCG00000019106	0	0	0
ENSSSCG00000020464	0	0	0
ENSSSCG00000018440	0	0	0
ENSSSCG00000020544	2	0	2
ENSSSCG00000039479	0	0	0
ENSSSCG00000041199	0	0	0
ENSSSCG00000018471	1	0	1
ENSSSCG00000038352	0	0	0
ENSSSCG00000018128	0	0	0
ENSSSCG00000019358	7	0	7
ENSSSCG00000029098	0	0	0
ENSSSCG00000040052	1	0	1
ENSSSCG00000038881	0	0	0
ENSSSCG00000019308	0	0	0
ENSSSCG00000037346	0	0	0
ENSSSCG00000018672	0	0	0
ENSSSCG00000019584	13	0	13
ENSSSCG00000019094	1	1	0
ENSSSCG00000038784	12	12	0
ENSSSCG00000033409	0	0	0
ENSSSCG00000038704	0	0	0
ENSSSCG00000050395	0	0	0
ENSSSCG00000033275	0	0	0
ENSSSCG00000034824	0	0	0
ENSSSCG00000038736	0	0	0
ENSSSCG00000047221	3	0	3
ENSSSCG00000020384	8	0	8
ENSSSCG00000037315	0	0	0
ENSSSCG00000020379	5	5	0
ENSSSCG00000018580	0	1	1
ENSSSCG00000020000	0	0	0
ENSSSCG00000047007	0	0	0
ENSSSCG00000019510	0	0	0
ENSSSCG00000020404	7	7	0
ENSSSCG00000033970	0	0	0
ENSSSCG00000034995	1088	2	1086
ENSSSCG00000035339	0	0	0
ENSSSCG00000043597	0	0	0
ENSSSCG00000044594	0	0	0
ENSSSCG00000033066	2	2	0
ENSSSCG00000018665	2	0	2
ENSSSCG00000019654	0	0	0
ENSSSCG00000037763	0	0	0
ENSSSCG00000043775	40	70	1
ENSSSCG00000048747	28	0	28
ENSSSCG00000051186	14	0	14
ENSSSCG00000042822	17	16	1
ENSSSCG00000019280	0	0	0
ENSSSCG00000042260	0	0	0
ENSSSCG00000032387	0	0	0
ENSSSCG00000046850	0	0	0
ENSSSCG00000046149	0	0	0
ENSSSCG00000044165	0	0	0
ENSSSCG00000049390	0	0	0
ENSSSCG00000046311	0	0	0
ENSSSCG00000045852	0	0	0
ENSSSCG00000042986	0	0	0
ENSSSCG00000048922	8	7	1
ENSSSCG00000043582	0	0	0
ENSSSCG00000047837	0	0	0
ENSSSCG00000046028	0	0	0
ENSSSCG00000020082	3	3	0
ENSSSCG00000045816	4	0	4
ENSSSCG00000050192	0	0	0
ENSSSCG00000044184	0	0	0
ENSSSCG00000046375	1	0	1
ENSSSCG00000021003	393	0	393
ENSSSCG00000043532	8	8	0
ENSSSCG00000045405	54	52	2
ENSSSCG00000041223	0	0	0
ENSSSCG00000041493	10	10	0
ENSSSCG00000046360	0	0	0
ENSSSCG00000038363	1	0	1
ENSSSCG00000046458	70	0	70
ENSSSCG00000045277	0	0	0
ENSSSCG00000049964	5	4	1
ENSSSCG00000046094	32	1	31
ENSSSCG00000019193	0	0	0
ENSSSCG00000048022	38	38	0
ENSSSCG00000033289	0	0	0
ENSSSCG00000043689	0	0	0
ENSSSCG00000047033	30	3	27
ENSSSCG00000051636	1	0	1
ENSSSCG00000045682	20	0	20
ENSSSCG00000050391	0	0	0
ENSSSCG00000032035	0	0	0
ENSSSCG00000051638	0	0	0
ENSSSCG00000050497	0	0	0
ENSSSCG00000050114	0	0	0
ENSSSCG00000044282	0	0	0
ENSSSCG00000040766	0	0	0
ENSSSCG00000048914	0	0	0
ENSSSCG00000025155	3	0	3
ENSSSCG00000046365	0	0	0
ENSSSCG00000046665	0	0	0
ENSSSCG00000031333	0	0	0
ENSSSCG00000026396	2	2	0
ENSSSCG00000044359	0	0	0
ENSSSCG00000032089	0	0	0
ENSSSCG00000019900	0	0	0
ENSSSCG00000046711	0	0	0
ENSSSCG00000048270	0	0	0
ENSSSCG00000042090	0	0	0
ENSSSCG00000050006	3	0	3
ENSSSCG00000042201	15	13	4
ENSSSCG00000043450	0	0	0
ENSSSCG00000020601	3	3	0
ENSSSCG00000047571	330	330	0
ENSSSCG00000019571	0	0	0
ENSSSCG00000041617	3	1	2
ENSSSCG00000042663	1354	1352	2
ENSSSCG00000051701	5	0	5
ENSSSCG00000051645	2	2	0
ENSSSCG00000019126	0	0	0
ENSSSCG00000048974	1	0	1
ENSSSCG00000020045	0	0	0
ENSSSCG00000050380	26	1	25
ENSSSCG00000028329	1	0	1
ENSSSCG00000024372	12	0	12
ENSSSCG00000044217	0	0	0
ENSSSCG00000045516	0	0	0
ENSSSCG00000038310	5	5	0
ENSSSCG00000033989	0	0	0
ENSSSCG00000041858	0	0	0
ENSSSCG00000041113	0	0	0
ENSSSCG00000019587	1	1	0
ENSSSCG00000043212	0	0	0
ENSSSCG00000049869	1	1	0
ENSSSCG00000020140	1	1	0
ENSSSCG00000019093	0	0	0
ENSSSCG00000047172	0	0	0
ENSSSCG00000019809	0	0	0
ENSSSCG00000035731	8	0	8
ENSSSCG00000019949	0	0	0
ENSSSCG00000048126	0	0	0
ENSSSCG00000020093	0	0	0
ENSSSCG00000018330	0	0	0
ENSSSCG00000018926	2	0	2
ENSSSCG00000046117	1	0	1
ENSSSCG00000041259	0	0	0
ENSSSCG00000043945	0	0	0
ENSSSCG00000043035	0	0	0
ENSSSCG00000048293	0	0	0
ENSSSCG00000021926	0	0	0
ENSSSCG00000045140	2	2	0
ENSSSCG00000041358	0	0	0
ENSSSCG00000047558	7	0	7
ENSSSCG00000042224	0	0	0
ENSSSCG00000051577	15	76	0
ENSSSCG00000043150	2	2	0
ENSSSCG00000042883	61	61	0
ENSSSCG00000049666	0	0	0
ENSSSCG00000004789	208	0	208
ENSSSCG00000048581	0	0	0
ENSSSCG00000050794	0	0	0
ENSSSCG00000041303	8	0	8
ENSSSCG00000004324	171	8	163
ENSSSCG00000048233	9	0	9
ENSSSCG00000045828	0	0	0
ENSSSCG00000042624	9	3	6
ENSSSCG00000049920	4	4	0
ENSSSCG00000049053	59	59	0
ENSSSCG00000042244	15	15	0
ENSSSCG00000046119	1	1	0
ENSSSCG00000018530	10	0	10
ENSSSCG00000048267	0	0	0
ENSSSCG00000018769	0	0	0
ENSSSCG00000048181	0	0	0
ENSSSCG00000018605	0	1	2
ENSSSCG00000051774	0	0	0
ENSSSCG00000040620	0	0	0
ENSSSCG00000046609	0	0	0
ENSSSCG00000047862	0	0	0
ENSSSCG00000041435	0	0	0
ENSSSCG00000049981	2	2	0
ENSSSCG00000044734	0	0	0
ENSSSCG00000035281	860	0	860
ENSSSCG00000049406	0	0	0
ENSSSCG00000047501	0	0	0
