430
ENSSSCT00000046271	7339284	7365423	7323643	2	11	1194	55
ENSSSCT00000004469	7340448	7365503	7365423	2	13	1205	55
ENSSSCT00000024677	7340449	7365519	7365503	2	10	1218	55
ENSSSCT00000004472	7368102	7472547	7365519	2	48	1228	56
ENSSSCT00000004473	7527860	7528837	7472547	2	1	1276	57
ENSSSCT00000004474	7560415	7578686	7528837	2	17	1277	58
ENSSSCT00000043829	7579237	7589227	7578686	2	4	1294	59
ENSSSCT00000004475	7581766	7590014	7589227	2	4	1298	59
ENSSSCT00000004476	7590139	7601794	7590014	1	13	1302	60
ENSSSCT00000065084	7590212	7600698	7601794	1	12	1315	60
ENSSSCT00000049476	7590212	7600705	7601794	1	11	1327	60
ENSSSCT00000042694	7590262	7600702	7601794	1	10	1338	60
ENSSSCT00000020125	7593175	7593314	7601794	1	1	1348	61
ENSSSCT00000044125	7597332	7612909	7601794	2	8	1349	62
ENSSSCT00000039899	7597332	7612909	7612909	2	9	1357	62
ENSSSCT00000020200	7599024	7599156	7612909	1	1	1366	63
ENSSSCT00000004477	7600625	7612332	7612909	2	9	1367	62
ENSSSCT00000059243	7622546	7643757	7612909	2	7	1376	64
ENSSSCT00000058364	7622546	7651612	7643757	2	8	1383	64
ENSSSCT00000004478	7622549	7651285	7651612	2	8	1391	64
ENSSSCT00000043325	7629536	7651591	7651612	2	7	1399	64
ENSSSCT00000056447	7679351	7691723	7651612	1	5	1406	65
ENSSSCT00000054351	7679570	7691721	7691723	1	6	1411	65
ENSSSCT00000039602	7679570	7691721	7691723	1	4	1417	65
ENSSSCT00000066410	8007993	8083453	7691723	2	29	1421	66
ENSSSCT00000004480	8007993	8085557	8083453	2	31	1450	66
ENSSSCT00000059927	8168886	8178574	8085557	2	4	1481	67
ENSSSCT00000004481	8208083	8218716	8178574	1	10	1485	68
ENSSSCT00000060453	8243299	8265638	8218716	1	11	1495	69
ENSSSCT00000046747	8243525	8265638	8265638	1	13	1506	69
ENSSSCT00000004483	8243768	8265638	8265638	1	9	1519	69
ENSSSCT00000061102	8246885	8265638	8265638	1	8	1528	69
ENSSSCT00000004487	8403354	8452746	8265638	1	14	1536	70
ENSSSCT00000004486	8453507	8536380	8452746	2	14	1550	71
ENSSSCT00000042927	8555744	8567086	8536380	1	4	1564	72
ENSSSCT00000054081	8555744	8567086	8567086	1	5	1568	72
ENSSSCT00000026720	8566750	8635728	8567086	2	19	1573	73
ENSSSCT00000050178	8655449	8823127	8635728	2	16	1592	74
ENSSSCT00000045179	8765338	8767282	8823127	1	3	1608	75
ENSSSCT00000063105	8765494	8767282	8823127	1	3	1611	75
ENSSSCT00000037724	8766017	8767282	8823127	1	3	1614	75
ENSSSCT00000032308	8928299	8934988	8823127	2	3	1617	76
ENSSSCT00000013465	8935072	9000227	8934988	1	15	1620	77
ENSSSCT00000049688	8935090	9001473	9000227	1	17	1635	77
ENSSSCT00000039355	8935131	9000883	9001473	1	16	1652	77
ENSSSCT00000025405	9014208	9109065	9001473	2	27	1668	78
ENSSSCT00000032465	9016017	9109028	9109065	2	28	1695	78
ENSSSCT00000053140	9130335	9238991	9109065	2	18	1723	79
ENSSSCT00000061240	9131845	9192791	9238991	2	17	1741	79
ENSSSCT00000030285	9131845	9192860	9238991	2	17	1758	79
ENSSSCT00000048759	9209307	9210564	9238991	1	8	1775	80
ENSSSCT00000045836	9350254	9619671	9238991	2	10	1783	81
ENSSSCT00000053025	9621067	9624055	9619671	1	1	1793	82
ENSSSCT00000004492	9667884	9719229	9624055	1	4	1794	83
ENSSSCT00000053144	9791633	10070759	9719229	2	16	1798	84
ENSSSCT00000049334	9791634	10225908	10070759	2	21	1814	84
ENSSSCT00000058325	9791761	10225883	10225908	2	20	1835	84
ENSSSCT00000004493	9792885	9923749	10225908	2	17	1855	84
ENSSSCT00000043067	9793045	10227946	10225908	2	20	1872	84
ENSSSCT00000020610	10137338	10137456	10227946	2	1	1892	85
ENSSSCT00000004498	11441932	11442629	10227946	1	5	1893	86
ENSSSCT00000004497	11446059	11500977	11442629	1	13	1898	87
ENSSSCT00000054905	11566187	11652933	11500977	1	7	1911	88
ENSSSCT00000031943	11566244	11653870	11652933	1	8	1918	88
ENSSSCT00000004496	11617806	11618549	11653870	2	1	1926	89
ENSSSCT00000057926	11648506	11683151	11653870	2	14	1927	90
ENSSSCT00000064337	11648507	11683152	11683151	2	13	1941	90
ENSSSCT00000027128	11648508	11690347	11683152	2	13	1954	90
ENSSSCT00000039486	11648509	11690987	11690347	2	13	1967	90
ENSSSCT00000004494	11649016	11799067	11690987	2	27	1980	90
ENSSSCT00000023199	11649016	11799067	11799067	2	26	2007	90
ENSSSCT00000062929	11929990	12122416	11799067	2	22	2033	91
ENSSSCT00000004499	11972091	12122301	12122416	2	21	2055	91
ENSSSCT00000057187	12040478	12073060	12122416	2	15	2076	91
ENSSSCT00000056077	12040483	12122423	12122416	2	21	2091	91
ENSSSCT00000048023	12040484	12121896	12122423	2	21	2112	91
ENSSSCT00000065131	12041131	12146675	12122423	2	20	2133	91
ENSSSCT00000047251	12221171	12226306	12146675	1	3	2153	92
ENSSSCT00000066016	12221589	12226306	12226306	1	3	2156	92
ENSSSCT00000061898	12222810	12226306	12226306	1	3	2159	92
ENSSSCT00000047096	12225011	12226306	12226306	1	3	2162	92
ENSSSCT00000004500	12297376	12395686	12226306	1	13	2165	93
ENSSSCT00000004501	12528707	12597744	12395686	1	10	2178	94
ENSSSCT00000056688	12528707	12597744	12597744	1	11	2188	94
ENSSSCT00000065374	12634563	12702991	12597744	2	4	2199	95
ENSSSCT00000004503	12634563	12702991	12702991	2	5	2203	95
ENSSSCT00000004504	13340247	13442038	12702991	1	5	2208	96
ENSSSCT00000004505	13446491	13458289	13442038	1	7	2213	97
ENSSSCT00000004506	13466913	13482332	13458289	1	5	2220	98
ENSSSCT00000061652	13466913	13482332	13482332	1	4	2225	98
ENSSSCT00000004507	13611056	13620376	13482332	2	7	2229	99
ENSSSCT00000065019	13633323	13667300	13620376	1	11	2236	100
ENSSSCT00000044896	13651398	13667165	13667300	2	2	2247	101
ENSSSCT00000030512	13715671	14042953	13667300	1	35	2249	102
ENSSSCT00000004510	13723380	13913639	14042953	1	34	2284	102
ENSSSCT00000037074	14018716	14019954	14042953	1	2	2318	103
ENSSSCT00000031249	14022554	14032888	14042953	1	6	2320	104
ENSSSCT00000050808	14070068	14091907	14042953	1	10	2326	105
ENSSSCT00000004511	14151445	14201702	14091907	1	17	2336	106
ENSSSCT00000035147	14217035	14491627	14201702	2	9	2353	107
ENSSSCT00000063430	14217035	14491896	14491627	2	9	2362	107
ENSSSCT00000024477	14218968	14493362	14491896	2	9	2371	107
ENSSSCT00000004517	14226056	14507714	14493362	2	8	2380	107
ENSSSCT00000041158	14495570	14717913	14507714	2	9	2388	108
ENSSSCT00000042096	14507601	14750769	14717913	2	11	2397	108
ENSSSCT00000040529	14646520	14717913	14750769	2	9	2408	108
ENSSSCT00000030322	14657358	14751050	14750769	2	11	2417	108
ENSSSCT00000004518	14657364	14750795	14751050	2	10	2428	108
ENSSSCT00000004519	14776606	14795457	14751050	2	5	2438	109
ENSSSCT00000004520	14794908	14851847	14795457	1	12	2443	110
ENSSSCT00000066077	14794908	14851847	14851847	1	12	2455	110
ENSSSCT00000059490	14865918	14897540	14851847	1	3	2467	111
ENSSSCT00000004521	14866059	14894953	14897540	1	2	2470	111
ENSSSCT00000038455	14906822	15016840	14897540	2	9	2472	112
ENSSSCT00000056481	14908114	14916330	15016840	2	5	2481	112
ENSSSCT00000063559	14908114	15016840	15016840	2	8	2486	112
ENSSSCT00000004523	15148469	15325049	15016840	2	27	2494	113
ENSSSCT00000059971	15148469	15329786	15325049	2	27	2521	113
ENSSSCT00000038405	15344391	15443348	15329786	2	15	2548	114
ENSSSCT00000028147	15357030	15357213	15443348	1	1	2563	115
ENSSSCT00000044531	15730879	15731371	15443348	1	2	2564	116
ENSSSCT00000044721	15757678	15779185	15731371	2	5	2566	117
ENSSSCT00000004525	15758045	15779491	15779185	2	6	2571	117
ENSSSCT00000004526	15867839	15949955	15779491	2	4	2577	118
ENSSSCT00000042802	16007575	16012891	15949955	1	4	2581	119
ENSSSCT00000053471	16023145	16025004	16012891	1	2	2585	120
ENSSSCT00000050027	16043120	16050265	16025004	1	5	2587	121
ENSSSCT00000004529	16058250	16059721	16050265	2	3	2592	122
ENSSSCT00000004531	16097362	16098796	16059721	2	5	2595	123
ENSSSCT00000004535	16112177	16119703	16098796	2	5	2600	124
ENSSSCT00000062003	16138872	16197218	16119703	1	8	2605	125
ENSSSCT00000054854	16138872	16197218	16197218	1	6	2613	125
ENSSSCT00000004536	16139238	16198969	16197218	1	7	2619	125
ENSSSCT00000040266	16148936	16197218	16198969	1	7	2626	125
ENSSSCT00000004538	16198233	16249697	16198969	2	9	2633	126
ENSSSCT00000048091	16231021	16249519	16249697	2	4	2642	126
ENSSSCT00000052785	16249611	16267633	16249697	1	9	2646	127
ENSSSCT00000004540	16251839	16265317	16267633	1	7	2655	127
ENSSSCT00000049533	16272695	16275340	16267633	2	2	2662	128
ENSSSCT00000004541	16274842	16320603	16275340	1	8	2664	129
ENSSSCT00000064835	16282616	16321580	16320603	1	7	2672	129
ENSSSCT00000004539	16330846	16360799	16321580	1	11	2679	130
ENSSSCT00000023948	16330914	16360799	16360799	1	12	2690	130
ENSSSCT00000031837	16362152	16381901	16360799	2	8	2702	131
ENSSSCT00000024741	16400962	16446848	16381901	1	13	2710	132
ENSSSCT00000056550	16463707	16501365	16446848	1	6	2723	133
ENSSSCT00000004544	16465235	16498970	16501365	1	6	2729	133
ENSSSCT00000038147	16532937	16585099	16501365	2	8	2735	134
ENSSSCT00000041680	16532937	16585099	16585099	2	7	2743	134
ENSSSCT00000034966	16533283	16601188	16585099	2	8	2750	134
ENSSSCT00000058535	16533283	16611368	16601188	2	8	2758	134
ENSSSCT00000004545	16533376	16610936	16611368	2	7	2766	134
ENSSSCT00000024450	16840534	17138373	16611368	2	10	2773	135
ENSSSCT00000059607	17306372	17402305	17138373	2	17	2783	136
ENSSSCT00000062342	17306372	17451392	17402305	2	19	2800	136
ENSSSCT00000042353	17306372	17511718	17451392	2	20	2819	136
ENSSSCT00000055101	17309440	17662824	17511718	2	20	2839	136
ENSSSCT00000049782	17309740	17574197	17662824	2	20	2859	136
ENSSSCT00000031199	17309740	17574197	17662824	2	19	2879	136
ENSSSCT00000064414	17522479	17522610	17662824	2	1	2898	137
ENSSSCT00000004547	18284156	18289757	17662824	2	2	2899	138
ENSSSCT00000061868	18344456	18512419	18289757	2	26	2901	139
ENSSSCT00000059358	18345368	18512477	18512419	2	27	2927	139
ENSSSCT00000047188	18346136	18513238	18512477	2	29	2954	139
ENSSSCT00000004548	18349445	18512419	18513238	2	27	2983	139
ENSSSCT00000052624	18349445	18512419	18513238	2	25	3010	139
ENSSSCT00000004553	18867819	19029352	18513238	2	35	3035	140
ENSSSCT00000040195	18867819	19097891	19029352	2	36	3070	140
ENSSSCT00000004549	18867819	19097891	19097891	2	35	3106	140
ENSSSCT00000004552	19074858	19097800	19097891	2	3	3141	140
ENSSSCT00000061713	19183217	19572776	19097891	2	9	3144	141
ENSSSCT00000063403	19183226	19571398	19572776	2	9	3153	141
ENSSSCT00000045502	19183226	19572852	19572776	2	10	3162	141
ENSSSCT00000004554	19194278	19577028	19572852	2	10	3172	141
ENSSSCT00000004555	19612822	19693401	19577028	1	29	3182	142
ENSSSCT00000039335	19612822	19693401	19693401	1	31	3211	142
ENSSSCT00000060565	19612915	19695272	19693401	1	30	3242	142
ENSSSCT00000044986	19613202	19695243	19695272	1	30	3272	142
ENSSSCT00000043635	19755719	19770719	19695272	1	3	3302	143
ENSSSCT00000059678	19756183	19882801	19770719	1	5	3305	143
ENSSSCT00000064623	19756183	20024397	19882801	1	6	3310	143
ENSSSCT00000041085	19756237	19777617	20024397	1	3	3316	143
ENSSSCT00000047736	19756287	19892089	20024397	1	5	3319	143
ENSSSCT00000004556	19756375	19775638	20024397	1	3	3324	143
ENSSSCT00000040676	19760405	19775638	20024397	1	3	3327	143
ENSSSCT00000004557	19806672	19893338	20024397	1	4	3330	143
ENSSSCT00000061803	20088104	20088176	20024397	2	1	3334	144
ENSSSCT00000061166	20511239	21043641	20088176	2	74	3335	145
ENSSSCT00000004558	20514258	20751979	21043641	2	25	3409	145
ENSSSCT00000058130	20890273	20890515	21043641	1	1	3434	146
ENSSSCT00000004560	21127559	21159690	21043641	2	2	3435	147
ENSSSCT00000043535	21231285	21232010	21159690	1	2	3437	148
ENSSSCT00000058859	21303993	21370627	21232010	1	6	3439	149
ENSSSCT00000059464	21304962	21305198	21370627	2	1	3445	150
ENSSSCT00000004562	21327543	21370630	21370627	1	6	3446	149
ENSSSCT00000060952	21346380	21371066	21370630	1	3	3452	149
ENSSSCT00000056848	21365164	21369870	21371066	1	2	3455	149
ENSSSCT00000004563	21373610	21401675	21371066	2	6	3457	151
ENSSSCT00000061187	21406936	21409949	21401675	1	1	3463	152
ENSSSCT00000004565	21414545	21430217	21409949	2	11	3464	153
ENSSSCT00000042139	21421367	21426637	21430217	1	3	3475	154
ENSSSCT00000048036	21441740	21576799	21430217	2	12	3478	155
ENSSSCT00000041834	21443969	21722921	21576799	2	12	3490	155
ENSSSCT00000037187	21443975	21644342	21722921	2	11	3502	155
ENSSSCT00000004567	21443976	21576761	21722921	2	11	3513	155
ENSSSCT00000026115	21445791	21576583	21722921	2	13	3524	155
ENSSSCT00000021803	21706553	21706662	21722921	2	1	3537	156
ENSSSCT00000004568	21742271	21763518	21722921	1	7	3538	157
ENSSSCT00000046873	21750391	21802147	21763518	2	12	3545	158
ENSSSCT00000050406	21766324	21802147	21802147	2	12	3557	158
ENSSSCT00000004569	21767038	21801531	21802147	2	13	3569	158
ENSSSCT00000048579	21801559	21824434	21802147	1	6	3582	159
ENSSSCT00000056974	21913239	22239421	21824434	2	8	3588	160
ENSSSCT00000004571	21913241	22164898	22239421	2	7	3596	160
ENSSSCT00000061092	21913898	22164911	22239421	2	6	3603	160
ENSSSCT00000048037	21917382	22164911	22239421	2	6	3609	160
ENSSSCT00000056296	22241306	22436129	22239421	1	11	3615	161
ENSSSCT00000054067	22352135	22435305	22436129	1	8	3626	161
ENSSSCT00000004573	22412431	22436438	22436129	1	6	3634	161
ENSSSCT00000053391	22662014	22801619	22436438	2	26	3640	162
ENSSSCT00000038356	22662015	22801078	22801619	2	24	3666	162
ENSSSCT00000004574	22662015	22801908	22801619	2	24	3690	162
ENSSSCT00000055583	22662016	22743447	22801908	2	24	3714	162
ENSSSCT00000064165	22662017	22801877	22801908	2	25	3738	162
ENSSSCT00000065783	22861449	22923979	22801908	2	8	3763	163
ENSSSCT00000004575	22862650	22923838	22923979	2	7	3771	163
ENSSSCT00000038719	22933884	22936166	22923979	2	3	3778	164
ENSSSCT00000042834	22971976	22991685	22936166	1	4	3781	165
ENSSSCT00000048004	24997897	24998003	22991685	1	1	3785	166
ENSSSCT00000055465	25155663	25160263	24998003	1	2	3786	167
ENSSSCT00000004577	25156036	25158043	25160263	1	3	3788	167
ENSSSCT00000050649	25156161	25162192	25160263	1	2	3791	167
ENSSSCT00000004578	25228332	25282892	25162192	1	9	3793	168
ENSSSCT00000064833	25228614	25285300	25282892	1	10	3802	168
ENSSSCT00000004580	25319882	25330783	25285300	2	3	3812	169
ENSSSCT00000004581	25431343	25447726	25330783	2	3	3815	170
ENSSSCT00000052670	25432316	25446978	25447726	2	3	3818	170
ENSSSCT00000056258	25480922	25565079	25447726	1	20	3821	171
ENSSSCT00000033622	25480922	25565079	25565079	1	19	3841	171
ENSSSCT00000004582	25481342	25565276	25565079	1	21	3860	171
ENSSSCT00000004583	25566902	25645093	25565276	2	20	3881	172
ENSSSCT00000004584	25645194	25663546	25645093	2	6	3901	173
ENSSSCT00000052552	25736369	25986509	25663546	1	8	3907	174
ENSSSCT00000047086	25852031	25987832	25986509	1	8	3915	174
ENSSSCT00000043821	25879085	25987836	25987832	1	7	3923	174
ENSSSCT00000037006	25920285	25988642	25987836	1	8	3930	174
ENSSSCT00000004585	25920298	25988644	25988642	1	7	3938	174
ENSSSCT00000063827	25948681	25988644	25988644	1	6	3945	174
ENSSSCT00000021979	25991387	25991507	25988644	1	1	3951	175
ENSSSCT00000004587	26002627	26011453	25991507	2	4	3952	176
ENSSSCT00000046807	26037661	26037764	26011453	1	1	3956	177
ENSSSCT00000004588	26043664	26044122	26037764	1	1	3957	178
ENSSSCT00000045479	26077095	26255297	26044122	2	34	3958	179
ENSSSCT00000023062	26077095	26255297	26255297	2	33	3992	179
ENSSSCT00000051639	26301212	26317882	26255297	1	3	4025	180
ENSSSCT00000004592	26473934	26486032	26317882	2	9	4028	181
ENSSSCT00000034426	26473934	26489775	26486032	2	9	4037	181
ENSSSCT00000004593	26800670	26801488	26489775	1	1	4046	182
ENSSSCT00000004594	27036891	27061092	26801488	1	7	4047	183
ENSSSCT00000034018	27037158	27061092	27061092	1	8	4054	183
ENSSSCT00000004597	27077945	27090234	27061092	1	4	4062	184
ENSSSCT00000004596	27137491	27173996	27090234	1	7	4066	185
ENSSSCT00000004598	27246751	27250253	27173996	2	2	4073	186
ENSSSCT00000047196	27257377	27346528	27250253	2	10	4075	187
ENSSSCT00000004599	27258274	27383057	27346528	2	10	4085	187
ENSSSCT00000021974	27335793	27335888	27383057	1	1	4095	188
ENSSSCT00000056666	27380143	27600495	27383057	1	30	4096	189
ENSSSCT00000063024	27380861	27599791	27600495	1	31	4126	189
ENSSSCT00000025418	27387916	27599791	27600495	1	30	4157	189
ENSSSCT00000046954	27606053	27782749	27600495	1	18	4187	190
ENSSSCT00000038446	27606069	27782731	27782749	1	17	4205	190
ENSSSCT00000065529	27632593	27782033	27782749	1	18	4222	190
ENSSSCT00000062995	27679590	27781279	27782749	1	18	4240	190
ENSSSCT00000058049	27872182	27902972	27782749	1	13	4258	191
ENSSSCT00000004602	27872182	27902974	27902972	1	14	4271	191
ENSSSCT00000048439	27872249	27903372	27902974	1	14	4285	191
ENSSSCT00000043883	27878431	27903485	27903372	1	11	4299	191
ENSSSCT00000060649	27878431	27903485	27903485	1	12	4310	191
ENSSSCT00000037556	27880552	27919898	27903485	1	11	4322	191
ENSSSCT00000004603	27908781	27927479	27919898	1	8	4333	192
ENSSSCT00000065157	27958267	28302665	27927479	2	13	4341	193
ENSSSCT00000004604	27958270	28114944	28302665	2	12	4354	193
ENSSSCT00000060052	28258953	28262252	28302665	1	1	4366	194
ENSSSCT00000022196	28261537	28261665	28302665	1	1	4367	195
ENSSSCT00000004605	28566396	28760467	28302665	1	27	4368	196
ENSSSCT00000062806	28566907	28754561	28760467	1	23	4395	196
ENSSSCT00000058434	28566907	28759125	28760467	1	26	4418	196
ENSSSCT00000040870	28566907	28759125	28760467	1	25	4444	196
ENSSSCT00000057650	28573887	28754561	28760467	1	24	4469	196
ENSSSCT00000065502	28586596	28760467	28760467	1	24	4493	196
ENSSSCT00000060523	28586610	28759125	28760467	1	21	4517	196
ENSSSCT00000036796	28586610	28759125	28760467	1	21	4538	196
ENSSSCT00000057712	28586610	28762380	28760467	1	23	4559	196
ENSSSCT00000048083	28818192	28856386	28762380	2	15	4582	197
ENSSSCT00000004606	28818192	28857310	28856386	2	15	4597	197
ENSSSCT00000027213	28819501	28854372	28857310	2	15	4612	197
ENSSSCT00000044349	28902286	28907432	28857310	2	3	4627	198
ENSSSCT00000044238	28924714	28926445	28907432	2	3	4630	199
ENSSSCT00000004608	28968843	29052294	28926445	1	17	4633	200
ENSSSCT00000048916	28968843	29052417	29052294	1	19	4650	200
ENSSSCT00000038230	28968855	29052419	29052417	1	19	4669	200
ENSSSCT00000060427	28968958	29055580	29052419	1	18	4688	200
ENSSSCT00000061209	28968958	29055580	29055580	1	17	4706	200
ENSSSCT00000038791	28968958	29055580	29055580	1	16	4723	200
ENSSSCT00000029261	29060743	29079323	29055580	1	7	4739	201
ENSSSCT00000004609	29107976	29108753	29079323	2	2	4746	202
ENSSSCT00000021725	29261587	29261685	29108753	2	1	4748	203
ENSSSCT00000021166	29364498	29364603	29261685	2	1	4749	204
ENSSSCT00000062973	29625956	29753599	29364603	1	14	4750	205
ENSSSCT00000037228	29724074	29753599	29753599	1	13	4764	205
ENSSSCT00000058706	29745086	29753601	29753599	1	12	4777	205
ENSSSCT00000037646	29745113	29753598	29753601	1	13	4789	205
ENSSSCT00000039329	29745419	29753600	29753601	1	12	4802	205
ENSSSCT00000027054	29747844	29753665	29753601	1	12	4814	205
ENSSSCT00000004611	29835666	29898010	29753665	1	4	4826	206
ENSSSCT00000050000	29836093	29901990	29898010	1	6	4830	206
ENSSSCT00000053756	29842327	29901992	29901990	1	5	4836	206
ENSSSCT00000030224	29899849	29936743	29901992	2	7	4841	207
ENSSSCT00000044633	29971851	29978628	29936743	2	2	4848	208
